,movieId,title,genre,year,writer,director,cast,rating,runtimes,countries,languages,production companies
635,762,Striptease (1996),"Comedy,Crime,Drama,Thriller",1996.0,"Carl Hiaasen,Andrew Bergman,","Andrew Bergman,","Demi Moore,Burt Reynolds,Armand Assante,Ving Rhames,Robert Patrick,Paul Guilfoyle,Jerry Grayson,Rumer Willis,Robert Stanton,William Hill,Stuart Pankin,Dina Spybey-Waters,PaSean Wilson,Pandora Peaks,Barbara Alyn Woods,Kimberly Flynn,Rena Riffel,Siobhan Fallon Hogan,Gary Basaraba,Matt Baron,Gianni Russo,José Zúñiga,Anthony Jones,Eduardo Yáñez,Antoni Corone,Frances Fisher,Teddy Bergman,Louis Seeger Crume,Aymee Garcia,Deborah Magdalena,Keone Young,Brad Grunberg,Anthony Giaimo,Jerry Pacific,Anna Lobell,Diane Adams,Chad Ayers,April Sharpe,Maria Genero,Keith Blaney,Marc Chaykin,Edward Goldstein,Christi Bauerle,Yoshi Obata,Tony Toyoda,Scott Oughterson,Darreck Crane,Ted Niarhos Jr.,Marco Assante,Christopher Carrington,Edge,Edward B. Goldstein,Paul Anthony Reynolds,Claudio Sad,Tammi Sutton,Rene Teboe,Steve Warren,Carl White,",4.3,115,"USA,","English,","Castle Rock Entertainment,Lobell/Bergman Productions,"
636,764,Heavy (1995),"Drama,Romance",1995.0,"James Mangold,","James Mangold,","Pruitt Taylor Vince,Shelley Winters,Liv Tyler,Debbie Harry,Joe Grifasi,Evan Dando,David Patrick Kelly,Marian Quinn,Meg Hartig,Zandy Hartig,Peter Ortel,George Alvarez,Cordis Heard,J.C. MacKenzie,Allan D'Arcangelo,Vince Parenti,Dennis Prager,",7.0,105,"USA,","English,","Available Light Productions,"
637,765,Jack (1996),"Comedy,Drama,Fantasy",1996.0,"James DeMonaco,Gary Nadeau,","Francis Ford Coppola,","Robin Williams,Diane Lane,Brian Kerwin,Jennifer Lopez,Bill Cosby,Fran Drescher,Adam Zolotin,Todd Bosley,Seth Smith,Mario Yedidia,Jeremy Lelliott,Jurnee Smollett-Bell,Dani Faith,Hugo Hernandez,Rickey D'Shon Collins,Michael McKean,Edward Lynch,Don Novello,Allan Rich,Keone Young,Irwin Corey,Al Nalbandian,Dwight Hicks,Allison Whitbeck,Sam Ritzenberg,Terry Ricardo Jefferson II,Studio Gutierrez,Joe Akins,Kendra Sutherland,Ashlee Lauren,Wilma Bonet,Abigail Van Alyn,Rainer Judd,Marcella Pabros,Jennifer Garces,Marc Coppola,Terence McGovern,Kim Wonderly,Bria Neuenschwander,Steven Anthony Jones,Jeanette Etheredge,Jaqueline De La Fontaine,Josh Kornbluth,Helen Shumaker,Pete Escovedo,Morty Okin,John Quam,Whitney Wilson,Andrew Higgins,David Rubin,David Murotake,Carroll Ashby,Juan Escovedo,Peter Michael Escovedo,Ray Loeckle,Van Hughes,Mike Moore,Michael Madland,Matt Kroot,Ryan Kennedy,Tyler Smith,Jesse James Chisholm,Jonathan A. Turner,Kamela Peart,Jennifer Hagan,Chace Acton,Spencer Acton,Ronnie Dee Blaire,Anthony DeSimone,Jonathan Randell Silver,Laura Rice,Kamille Rudisill,Joseph Quinn Simpkins,James A. Swan,Victor Talmadge,",5.8,113,"USA,","English,Spanish,","American Zoetrope,Great Oaks,Hollywood Pictures,"
638,766,I Shot Andy Warhol (1996),"Biography,Drama",1996.0,"Jeremiah Newton,Diane Tucker,Mary Harron,Daniel Minahan,","Mary Harron,","Lili Taylor,Jared Harris,Martha Plimpton,Lothaire Bluteau,Anna Levine,Peter Friedman,Tahnee Welch,Jamie Harrold,Donovan Leitch Jr.,Michael Imperioli,Reg Rogers,Bill Sage,Jill Hennessy,Coco McPherson,Myriam Cyr,Danny Morgenstern,Lola Pashalinski,Lynn Cohen,Craig Chester,Stephen Dorff,James Lyons,Lorraine Farris,Victor Browne,Billy Erb,Kevin Rendon,Caroline Benezet-Brown,Anh Duong,Massimo Audiello,Christina McKay,Eugenie Vincent,Georgia Hubley,Ira Kaplan,James McNew,Tara Key,Mark Margolis,Dawn Didawick,Faith Geer,Jeff Webster,Henry Cabot Beck,Christopher Cook,Edoardo Ballerini,Gabriel Mann,Marian Quinn,John Ventimiglia,Fenton Lawless,Laura Ekstrand,Michelle Hurst,Michael Stumm,Justin Theroux,Eric Mabius,Isabel Gillies,Davis Hall,Paco Juanas,Steve Itkin,Bill Lin,Debbon Ayer,Anna Grace,Daniel Haughey,Joel Arandia,Rebecca Kramer,Marshall Dancing Elk Lucas,Vincent J. Mazella,Jennifer Miro,Charles Nassif,Gina Priano,Stan Tracy,",6.6,103,"UK,USA,","English,","Playhouse International Pictures,Samuel Goldwyn Company, The,BBC Arena,Killer Films,"
639,767,"Grass Harp, The (1995)","Drama,Comedy",1995.0,"Truman Capote,Stirling Silliphant,Kirk Ellis,","Charles Matthau,","Piper Laurie,Sissy Spacek,Walter Matthau,Edward Furlong,Nell Carter,Jack Lemmon,Mary Steenburgen,Sean Patrick Flanery,Joe Don Baker,Charles Durning,Roddy McDowall,Grayson Fricke,Scott Wilson,Bonnie Bartlett,Mia Kirshner,Adam Crosby,Doris Roberts,Nora Dunfee,Ray McKinnon,Veronica Lauren,Danny Nelson,Rebecca Koon,Michele Bauer,Charles Matthau,Alex Van,Emilie Jacobs,Marc McPherson,Elizabeth 'Boo' Gilder,Brad Bulger,Martha M. Elcan,Richie Dye,James Michael McDougal,Rosa Tucker,Jenjer Vick Robin,Margaret Scarborough,Boyd Gaines,Wade Woods,",7.1,107,"USA,","English,","Charles Matthau-Jerry Tokofsky-John Davis Productions,Fine Line Features,Grass Harp,New Line Cinema,"
640,769,Marlene Dietrich: Shadow and Light (1996),Documentary,1996.0,,"Chris Hunt,","Marlene Dietrich,Maria Riva,David Riva,Steven Bach,Molly Haskell,Richard Todd,James Stewart,Buck Dawson,Glynis Johns,Elaine Stritch,Stan Freeman,Billy Wilder,Hugh Pickett,",7.2,52,"UK,USA,","English,","American Movie Classics,Iambic Productions,London Weekend Television,"
641,775,Spirits of the Dead (1968),"Horror,Mystery",1968.0,"Edgar Allan Poe,Roger Vadim,Pascal Cousin,Edgar Allan Poe,Louis Malle,Clement Biddle Wood,Daniel Boulanger,Edgar Allan Poe,Federico Fellini,Bernardino Zapponi,","Federico Fellini,Louis Malle,Roger Vadim,","Brigitte Bardot,Alain Delon,Jane Fonda,Terence Stamp,James Robertson Justice,Salvo Randone,Françoise Prévost,Peter Fonda,Marlène Alexandre,David Bresson,Katia Christine,Peter Dane,Georges Douking,Philippe Lemaire,Carla Marlier,Serge Marquand,Umberto D'Orsi,Renzo Palmer,Monica Pardo,Marco Stefanelli,Anne Tonietti,Daniele Vargas,Marina Yaru,Marie-Ange Aniès,Ivan Angeli,Franco Arcalli,Ettore Arena,Aldo Barozzi,Dennis Berry,Jackie Blanchot,Federico Boido,Brigitte,Ernesto Colli,Paul Cooper,Dakar,Audoin de Bardot,Alberigo Donadeo,Raniero Dorascenzi,Anny Duperey,Andrea Esterhazy,Andrea Fantasia,Nella Gambini,Paolo Giusti,John Karlsen,Gabriel Lagay,Irina Maleeva,Giuseppe Marrocco,Marco Messeri,Filippo Perego,Antonia Pietrosi,Mimmo Poli,Polidor,Vincent Price,Alfredo Rizzo,Maurice Ronet,Fides Stagni,Giovanni Tarallo,Maria Tedeschi,Marisa Traversi,Andréas Voutsinas,Milena Vukotic,Aleardo Ward,Clement Biddle Wood,",6.6,121,"France,Italy,","French,Italian,English,","Les Films Marceau,Produzioni Europee Associati,Cocinor,"
642,778,Trainspotting (1996),Drama,1996.0,"John Hodge,Irvine Welsh,","Danny Boyle,","Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd,Robert Carlyle,Kelly Macdonald,Peter Mullan,James Cosmo,Eileen Nicholas,Susan Vidler,Pauline Lynch,Shirley Henderson,Stuart McQuarrie,Irvine Welsh,Dale Winton,Keith Allen,Kevin Allen,Annie Louise Ross,Billy Riddoch,Fiona Bell,Vincent Friell,Hugh Ross,Victor Eadie,Kate Donnelly,Finlay Welsh,Eddie Nestor,Tom Delmar,Rachael Fleming,John Hodge,Andrew Macdonald,Archie MacPherson,",8.2,94,"UK,","English,","Channel Four Films,Figment Films,The Noel Gay Motion Picture Company,"
643,779,'Til There Was You (1997),"Romance,Comedy",1997.0,"Winnie Holzman,","Scott Winant,","John Plumpis,Janel Moloney,Yvonne Zima,Christine Ebersole,Kellen Fink,Karen Allen,Kale Browne,Michael Tucker,Alexandra Theriault,Kimberly Paige,Jim Jansen,Sean Bolvin,Kenneth Flores,Joette Hayward,Mary Martin,Steven Scott,Andrew Armbruster,Amanda Fuller,Madeline Zima,Joshua Rubin,Jeanne Tripplehorn,Matt Alexander,John Mascaro,Ken Olin,Dylan McDermott,Susan Walters,Jennifer Aniston,Michael Moertl,Kasi Lemmons,Patrick Malahide,Steve Antin,Nina Foch,Reg Rogers,Sarah Jessica Parker,Richard Fancy,Earl Carroll,Ian Gomez,Matt Roth,Karen Mayo-Chandler,Anthony Guidera,Alexa Jago,Alice Drummond,John Hawkes,Jack Kruschen,Danielle Keaton,Julio Oscar Mechoso,Bruce Winant,Cinders,David Clayton Miller,Tiffany Paulsen,William Utay,William Forward,Craig Bierko,David Elliott,Kelli McCarty,Annabelle Gurwitch,Marina Malota,John Achorn,Dave Mallow,",4.8,113,"USA,","English,","Lakeshore Entertainment,Paramount Pictures,"
644,780,Independence Day (a.k.a. ID4) (1996),,,,,,,,,,
645,781,Stealing Beauty (1996),"Drama,Mystery,Romance",1996.0,"Bernardo Bertolucci,Susan Minot,","Bernardo Bertolucci,","Carlo Cecchi,Sinéad Cusack,Joseph Fiennes,Jason Flemyng,Anna Maria Gherardi,Jeremy Irons,Jean Marais,Donal McCann,D.W. Moffett,Ignazio Oliva,Stefania Sandrelli,Francesco Siciliano,Mary Jo Sorgani,Leonardo Treviglio,Liv Tyler,Rebecca Valpy,Alessandra Vanzi,Rachel Weisz,Roberto Zibetti,",6.6,118,"Italy,France,UK,","English,French,German,Spanish,Italian,","Fiction Films,France 2 Cinéma,Jeremy Thomas Productions,Recorded Picture Company,Union Générale Cinématographique,"
646,782,"Fan, The (1996)",Documentary,2007.0,,"David Breashears,",,8.2,Portugal:101,"USA,Nepal,Canada,New Zealand,","English,","Arcturus Motion Pictures,"
647,783,"Hunchback of Notre Dame, The (1996)","Animation,Drama,Family,Musical,Romance",1996.0,"Tab Murphy,Victor Hugo,Tab Murphy,Irene Mecchi,Bob Tzudiker,Noni White,Jonathan Roberts,Kevin Harkey,Gaëtan Brizzi,Paul Brizzi,Ed Gombert,Brenda Chapman,Jeff Snow,Jim Capobianco,Denis Rich,Burny Mattinson,John Sanford,Kelly Wightman,James Fujii,Geefwee Boedoe,Floyd Norman,Francis Glebas,Kirk Hanson,Christine Blum,Sue C. Nichols,","Gary Trousdale,Kirk Wise,","Jason Alexander,Tom Hulce,Mary Kay Bergman,Demi Moore,Corey Burton,Jim Cummings,Bill Fagerbakke,Tony Jay,Paul Kandel,Charles Kimbrough,Kevin Kline,Heidi Mollenhauer,Patrick Pinney,Gary Trousdale,David Ogden Stiers,Frank Welker,Mary Wickes,Jane Withers,Jack Angel,Joan Barber,Scott Barnes,Bob Bergen,Susan Blu,Maureen Brennan,Rodger Bumpass,Victoria Clark,Philip L. Clarke,Jennifer Darling,Debi Derryberry,Jonathan Dokuchitz,Bill Farmer,Laurie Faso,Merwin Foard,Dana Hill,Judy Kaye,Eddie Korbich,Alix Korey,Michael Lindsay,Sherry Lynn,Mona Marshall,Howard McGillin,Mickie McGowan,Anna McNeely,Bruce Moore,Denise Pickering,Phil Proctor,Jan Rabson,Peter Samuel,Kath Soucie,Gordon Stanley,Mary Stout,Marcelo Tubert,Burak Kut,",6.9,91,"USA,","English,Latin,","Walt Disney Feature Animation,Walt Disney Pictures,"
648,784,"Cable Guy, The (1996)","Comedy,Drama,Thriller",1996.0,"Lou Holtz Jr,","Ben Stiller,","Jim Carrey,Matthew Broderick,Leslie Mann,Jack Black,George Segal,Diane Baker,Ben Stiller,Eric Roberts,Janeane Garofalo,Andy Dick,Harry O'Reilly,David Cross,Amy Stiller,Owen Wilson,Keith Gibbs,Tommy Hinkley,Shawn Michael Howard,Jeff Kahn,Suli McCullough,Jeff Michalski,Joel Murray,Andrew Shaifer,Cameron Starman,Kathy Griffin,Greg Hopla,John Ferdinand,Misa Koprova,Paul Greco,Aki Aleong,Dona Hardy,Lloyd Kino,Sara Lowell,Cynthia Mason,Michael Rivkin,Harper Roisman,Sandra Thigpen,Sean Whalen,Marty Zagon,Cynthia LaMontagne,James O'Connell,Douglas Robert Jackson,Charles Napier,Christopher Michael,Charles Robinson,John F. O'Donohue,Lydell M. Cheshier,Jason Larimore,Ahmad Reese,Emilio Rivera,Bob Odenkirk,Julie Hayden,Annabelle Gurwitch,Blake Boyd,Liza D'Agostino,Tabitha Soren,Rikki Klieman,Robert Simels,Leonard O. Turner,Carlo Allen,Conrad Janis,Thomas Scott,Steven Scott,Christine Devine,Mark Thompson,Wendy L. Walsh,Marion Dugan,Kyle Gass,David Bowe,Robert 'Bobby Z' Zajonc,Jeremy Applegate,Barbara Babbin,Bill Clinton,Adam Consolo,Hal Dion,Shann Johnson,Alex D. Linz,Robert Lyon Rasner,Raydeen Revilla,",6.0,96,"USA,","English,French,","Columbia Pictures Corporation,Brillstein-Grey Entertainment,Licht/Mueller Film Corporation,"
649,785,Kingpin (1996),"Comedy,Sport",1996.0,"Barry Fanaro,Mort Nathan,","Bobby Farrelly,Peter Farrelly,","Woody Harrelson,Randy Quaid,Vanessa Angel,Bill Murray,Chris Elliott,William Jordan,Richard Tyson,Lin Shaye,Zen Gesner,Prudence Wright Holmes,Rob Moran,Daniel Greene,Will Rothhaar,Mark Charpentier,Brad Faxon,Billy Andrade,Paul DeWolf,Jill Lytle,Bill Beauchene,Sayed Badreya,Linda Carola,Monica Shay,Danny Murphy,David Shackelford,Mike Cerrone,Mike Cavallo,Rick Barker,Paul Pelletier,Tom Leasca,Tom Lupo,Jimmy Shay,Hank Brandt,Michael Corrente,Herbie Flynn,Suzan Hughes,Googy Gress,Joe 'Smokey' Krawlicky,Ryan Heggs,William Heggs,Hillary Matthews,Willie Garson,Nancy Frey-Jarecki,Robby Thibeau,Helen Manfull,Terry Mullany,Brian Stube,Jim Blake,Chris Spain,Rose Smith-Lotenero,Michele Matheson,Nicholas Greenbury,Andrew Greenbury,Pucky Lippincott,Mark 'Chief' Wasler,Gretchen Treser,Patrick Healy,Sean Gildea,Jackie Flynn,Jonathan Richman,Tommy Larkins,Bob Weeks,Roger Clemens,Libby Langdon,Liza Oxnard,Wallace Lester,Mark Pauperas,Sid Greenbud,Kipp Stroden,Sydney J. Bartholomew Jr.,Andre Rosey Brown,Mark Miosky,John Woodin,Gordie Merrick,Steve Gehrke,Clem Franek,Kathy Farrelly,Stacy Lundin,Jonathon 'Earl' Stein,Alex Stohn,Lorri Bagley,Jo Marcus,Cecile Krevoy,Mary Stohn,Steve Tyler,John Stroehman,Lou Consolo,Docky,Elizabeth Jordan,Cynthia Farrelly Gesner,Joanne Wolfe,Danielle Parsons,Jane Pratt,Steven Stabler,Brian Mone,Taryn Chilivis,Lisa Stothard,Melinda Farrelly,Rachel Wagner,Victoria Scott,Joshua Nelson,Kevin O'Brien,Nancy Farrelly,Warren Tashjian,Mariann Farrelly,Aggie Byers,John Popper,Don Julio,Kevin Civale,Brian Voss,Mark Roth,Justin Hromek,Ron Palumbi Jr.,Parker Bohn III,Randy Pedersen,John Cioffoletti,John Dennis,Chris Schenkel,Chris Berman,Clint Allen,Urge Overkill,Jessica Byers,Julie Byers,Preston Thomas,Jeff Thomas,Morganna,James 'Sporty' Ahern,John Neary,Kenny Griswold,George Bedard,Joe Lewis,George Christy,Brad Norton,Andy Taylor,Scott Gasbarro,Blues Traveler,Denverly Grant,Susan A. Burig,Michelle Meyers,Kim Greene,Paula Gregg,Alfons Kettner,Michael Budge,John-Eliot Jordan,Tommy Jordan,Kelsey Jordan,Shannon Wimer,Joni-Ann Wimer,Mina Javid,Adam I. Wallace,Mike Healy,Jay W. Yowler,David Lane Langford,Danielle Valenciano,Rolf Sigurd Brekke,Beth Mone,Michael Listorti,Robin Gau,David Sullivan,Jane Hill,Jimmy D'Andrea,Jimmy Badstibner,Dave Byers,Chris Meyers,Joyce Rover,J.J. Hill,Stephen Allison,Branden Cook,Bob Zampano,Tom Byers,Herman Santiesteban,Ronald Wm. Cowan,Christine Hampton,Scott Williams,Gary Carano,Glenn Carano,Steve Ranger,Tony Amen,David Barckhoff,Joseph Del Giodice,Barret Hackney,Joby Harris,Chan Kinchla,Frederick E. Kowalo,Kristen Kress Parness,Herb Santos Jr.,Cory A Santos,",6.9,113,"USA,","English,","Rysher Entertainment,Motion Picture Corporation of America,"
650,786,Eraser (1996),"Action,Drama,Mystery,Thriller",1996.0,"Tony Puryear,Walon Green,Michael S. Chernuchin,Tony Puryear,Walon Green,","Chuck Russell,","Arnold Schwarzenegger,James Caan,Vanessa Williams,James Coburn,Robert Pastorelli,James Cromwell,Danny Nucci,Andy Romano,Nick Chinlund,Michael Papajohn,Joe Viterelli,Mark Rolston,John Slattery,Robert Miranda,Roma Maffia,Tony Longo,Gerry Becker,John Snyder,Melora Walters,Olek Krupa,Cylk Cozart,K. Todd Freeman,Rocco Sisto,Gerald Berns,Steven Ford,Ismael 'East' Carlo,Tommy J. Huff,Rick Batalla,Michael Gregory,Patrick Kilpatrick,James Short,A.J. Nay,Camryn Manheim,Skipp Sudduth,Anthony Fusco,Gregory McKinney,Craig Barnett,Corey Joshua Taylor,Rick Marzan,Brian Libby,Danny Wynands,David Fonteno,Sonny King,Edward Rote,Mike Cameron,Tim Colceri,Dieter R. Trippel,Matthew Mahaney,Denis Forest,Christopher Mankiewicz,Mike Stone,Kevin Fry,Sam Scarber,Richie Varga,Diana Morgan,Ben Shenkman,Dominic Marcus,Pat Collins,Dorin Seymour,Clayton Landey,Terry Beeman,Michael Gregory Gong,Sebastian La Cause,Frank Minitello,Charles Chiquette,Glenndon Chatman,Camille Winbush,Vic Polizos,James Frank Clark,David Bilson,Al Cerullo,Rick Shuster,Frank Arcuri,Tom Billett,Matt Gulbranson,Mischa Hausserman,Patricia Holihan,Bruce Holman,Tom Lupo,Dave Mallow,David Novak,James Rekart,Sven-Ole Thorsen,Dan Warner,",6.1,115,"USA,","English,","Kopelson Entertainment,Warner Bros.,"
651,787,"Gate of Heavenly Peace, The (1995)",Documentary,1995.0,"Geramie Barmé,John Crowley,","Richard Gordon,Carma Hinton,","Deborah Amos,Carma Hinton,Edward Stanley,Will Lyman,",8.8,180,"USA,","English,","Independent Television Service,"
652,788,"Nutty Professor, The (1996)",Talk-Show,1996.0,,,"Roger Ebert,Gene Siskel,",,,,,
653,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),"Biography,Drama",1993.0,"Gérard Mordillat,Jacques Prevel,Jérôme Prieur,","Gérard Mordillat,","Sami Frey,Marc Barbé,Julie Jézéquel,Valérie Jeannet,Clotilde de Bayser,Charlotte Valandrey,Anne Barbe,Philippe Baille,Philippe Beaufort,Alain Boissard,Jean-Marcel Bouguereau,Renee Cariven,Catherine Carrée,Jean-Yves Carrée,Jean-Marie Catonne,Véronique K. Colucci,Dan Franck,Simon Franck,Suzel Gaillard,Reinhardt von Nagel,Mazarine Pingeot,Antonin Prieur,Raphael Sorin,Luc Thuillier,",7.0,90,"France,","French,","Archipel 33,France 2,La Sept,Laura Productions,"
654,798,Daylight (1996),"Action,Adventure,Drama,Thriller",1996.0,"Leslie Bohem,","Rob Cohen,","Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Dan Hedaya,Jay O. Sanders,Karen Young,Claire Bloom,Vanessa Bell Calloway,Renoly Santiago,Colin Fox,Danielle Harris,Trina McGee,Marcello Thedford,Sage Stallone,Jo Anderson,Mark Rolston,Rosemary Forsyth,Luoyong Wang,Barry Newman,Stan Shaw,Mark Chadwick,Candace Miller,Lee Oakes,Sakina Jaffrey,Albert Macklin,Tony Munafo,Joseph Ragno,Nestor Serrano,Harold Bradley,Stephen Joseph Scott,John Lees,Robert Sommer,Lenore Lohman,Mark De Alessandro,Lisa McCullough,Penny Crone,Madison Stone,Ed Wheeler,Dan Daily,Stephen James,Isis Mussenden,Rob Cohen,Pina De Rosa,Marshall Dancing Elk Lucas,Steve Marshall,Pamela Perrine,Kai Portman,Joey Sontz,Michael Wehrhahn,",5.8,114,"USA,","English,","Davis Entertainment,Universal Pictures,"
655,799,"Frighteners, The (1996)","Comedy,Fantasy,Horror",1996.0,"Fran Walsh,Peter Jackson,","Peter Jackson,","Michael J. Fox,Trini Alvarado,Peter Dobson,John Astin,Jeffrey Combs,Dee Wallace,Jake Busey,Chi McBride,Jim Fyfe,Troy Evans,Julianna McCarthy,R. Lee Ermey,Elizabeth Hawthorne,Angela Bloomfield,Desmond Kelly,Jonathan Blick,Todd Rippon,John Sumner,Michael Robinson,Jim McLarty,Anthony Ray Parker,Paul Yates,Melanie Lynskey,John Leigh,Nicola Cliff,Ken Blackburn,Stuart Devenie,Genevieve Westcott,K.C. Kelly,Leslie Wing,Leslie Klein,Frank Edwards,Alan O'Leary,Danny Lineham,Charlie McClellan,William Pomeroy,George Port,Billy Jackson,Sophie Watkins,Taea Hartwell,Max Grover,George Grover,Tony Hopkins,Lewis Martin,Clay Nelson,Matthew Chamberlain,Vivienne Kaplan,Liz Mullane,Grant Aldridge,Michael Elsworth,Peter Jackson,Isaac Lucas,Jeff Slaven,",7.1,110,"New Zealand,USA,","English,","Universal Pictures,WingNut Films,"
656,800,Lone Star (1996),"Crime,Drama,Mystery",1996.0,"John Sayles,","John Sayles,","Stephen Mendillo,Stephen J. Lang,Chris Cooper,Elizabeth Peña,Oni Faida Lampley,Eleese Lester,Joe Stevens,Gonzalo Castillo,Richard Coca,Clifton James,Tony Frank,Miriam Colon,Kris Kristofferson,Jeff Monahan,Matthew McConaughey,Joe Morton,LaTanya Richardson Jackson,Eddie Robinson,Ron Canada,Chandra Wilson,Damon Guy,Dee Macaluso,Luis Cobo,Marco Perella,Don Phillips Jr.,Mary Jane R. Hernandez,Jesse Borrego,Carina Martinez,Tony Plana,Richard Andrew Jones,Beatrice Winde,Gabriel Casseus,Randy Stripling,Richard Reyes,Olga Luna,Juan Vega III,Lizzie Curry Martinez,Leo Burmester,Carmen De Lavallade,Vanessa Martinez,Tay Strathairn,Sam Vlahos,Maricela Gonzalez,Tony Amendola,Gilbert R. Cuellar Jr.,James Borrego,Gordon Tootoosis,Lisa Suarez,Jesus Ramirez,Frances McDormand,John Griesemer,Eduardo Martínez,Azalea Mendez,Murray Mead,",7.6,135,"USA,","English,Spanish,","Columbia Pictures Corporation,Castle Rock Entertainment,Rio Dulce,"
657,801,Harriet the Spy (1996),"Family,Comedy,Drama",1996.0,"Louise Fitzhugh,Greg Taylor,Julie Talen,Douglas Petrie,Theresa Rebeck,","Bronwen Hughes,","Michelle Trachtenberg,Gregory Smith,Vanessa Lee Chester,Rosie O'Donnell,J. Smith-Cameron,Robert Joy,Eartha Kitt,Charlotte Sullivan,Teisha Kim,Cecilley Carroll,Dov Tiefenbach,Nina Shock,Conor Devitt,Alisha Morrison,Nancy Beatty,Don Francks,Eugene Lipinski,Gerry Quigley,Jackie Richardson,Mercedes Enriquez,Mung-Ling Tsui,Ho Chow,Byron Wong,Paul Sun-Hyung Lee,Kim Lieu,Kwok-Wing Leung,Sally Cahill,Roger Clown,Jamie Jones,Bob Windsor,Gladys O'Connor,Vic Ho,Maury Chaykin,Danny Glover,",5.9,100,"USA,","English,","Nickelodeon Movies,Paramount Pictures,Rastar Pictures,"
658,802,Phenomenon (1996),"Drama,Fantasy,Romance,Sci-Fi",1996.0,"Gerald Di Pego,","Jon Turteltaub,","John Travolta,Kyra Sedgwick,Forest Whitaker,Robert Duvall,Jeffrey DeMunn,Richard Kiley,David Gallagher,Ashley Buccille,Tony Genaro,Sean O'Bryan,Michael Milhoan,Troy Evans,Bruce A. Young,Vyto Ruginis,Brent Spiner,Elisabeth Nunziato,Ellen Geer,James Keane,Susan Merson,James Anthony Cotton,Justin DiPego,Mark Soper,Daniel Zacapa,Cab Covay,Tony A. Mattos,Mark Valim,Carl D. Parker,Beth Kennedy,Tom Fridley,Richard Gross,Jack Chouchanian,Michael Forner,Sage Callaway,Jewel Benedict,Betsy Berryhill,Mariann V. Carothers,Claudia Crespin,Joseph A. Nicosia,Dan Partain,Isaac Reiswig,Joseph Amey,Mike Justice,Noah Michael Levine,Anni Long,Scott Mullin,Will Prater,Anthony Snow,Theodore Carl Soderberg,Sandy Stoltz,Eric Tignini,Derek Zemrak,",6.4,123,"USA,","English,","Touchstone Pictures,"
659,803,Walking and Talking (1996),"Comedy,Drama,Romance",1996.0,"Nicole Holofcener,","Nicole Holofcener,","Amy Braverman,Miranda Rhyne,Catherine Keener,Anne Heche,Randall Batinkoff,Brenda Denmark,Vincent Pastore,Liev Schreiber,Todd Field,Kevin Corrigan,Joseph Siravo,Rafael Alvarez,Ritamarie Kelly,Steve Cohen,Jordan Levinson,Heather Gottlieb,Lynn Cohen,Lawrence Holofcener,Nitza Wilon,Allison Janney,Alice Drummond,Bettina Skye,Michael Kroll,Isa Thomas,Lynn Clayton,Mark Neveldine,Ray Zorhed,",6.8,86,"UK,USA,Germany,","English,","Channel Four Films,Electric,Good Machine,Mikado Film,Pandora Filmproduktion,TEAM Communications Group,Zenith Entertainment,"
660,804,She's the One (1996),"Comedy,Drama,Romance",1996.0,"Edward Burns,","Edward Burns,","John Mahoney,Edward Burns,Michael McGlone,Maxine Bahns,Jennifer Aniston,Cameron Diaz,Malachy McCourt,Leslie Mann,Amanda Peet,Anita Gillette,Frank Vincent,Beatrice Winde,Eugene Osborne Smith,Robert Weil,Tom Tammi,Raymond De Marco,Ron Farrell,Mark Belasco,Ian Eagle,Anne Marie Stefani,",6.1,96,"USA,","English,","Good Machine,Marlboro Road Gang Productions,South Fork Pictures,"
661,805,"Time to Kill, A (1996)",Drama,2015.0,"Rodney Ferrer,","Rodney Ferrer,","Shivantha Wijesinha,Soleidy Mendez,Paul Coughlan,Demingo Graham,Tom Hair,Daniel Montesano,Judy Alvarez,Liz Tancredi,Norman Cooley,Nick Napolitano,Anwar Uddin,Rodney Ferrer,Andrew Arvedon,Tony Sotto,",,,,,
662,806,American Buffalo (1996),Drama,1996.0,"David Mamet,David Mamet,","Michael Corrente,","Dustin Hoffman,Dennis Franz,Sean Nelson,",5.7,88,"UK,USA,","English,","Capitol Films,Channel Four Films,Prairie Oyster Productions,Punch Productions,Samuel Goldwyn Company, The,"
663,808,Alaska (1996),"Adventure,Family",1996.0,"Andy Burg,Scott Myers,","Fraser C. Heston,","Thora Birch,Vincent Kartheiser,Dirk Benedict,Charlton Heston,Duncan Fraser,Gordon Tootoosis,Ben Cardinal,Ryan Kent,Don S. Davis,Dolly Madsen,Stephen E. Miller,Byron Chief-Moon,Kristin Lehman,Adrien Dorval,Ed Gale,Mark McCracken,Agee,",5.7,109,"USA,","English,","Castle Rock Entertainment,Fuchs/Burg,Columbia Pictures Corporation,"
